ciphertext,label
STJIEGGMRYIVJMYGTAELACAMFTPUPRRTVMXOCCQNSLVEGIOQVNTEIGXAELEJNZVXUEGMVVFJNMRLO,Vigenere
152a266133362821286120312e352d61242c396229342f3332622c37273161362b24622f20383a61262c266c63003637202128612337612622362c632e2c63352a26613426332b2538622528272f256c,XOR
SLJLEMTDTVWPEPMTYXPVRTMTOTCOPYRPOPOFCXLVTTYSLCPVPEPEXPWTDTYTKHPYPPOEZDPNFCPESPAPCTXPEPCTXXPOTLEPWJ,Caesar
PXGXXWMHLXVNKXMAXIXKBFXMXKBFFXWBTMXERFTVABGXEXTKGBGZFHWXELKXJNBKXTEHMHYWTMT,Caesar
Q3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24uIFNpYmVyIGfDvHZlbmxpaywgYmlsZ2lzYXlhciBzaXN0ZW1sZXJpbmkga29ydW1hIHNhbmF0xLFkxLFyLg==,Base64
AUPKXZBMZUPCMYSSRKXEXSFGWCINILZYUOHSKGRUMGGBRBIIXNVDQCECJSRGSWIITRHAIKTFRCJDLCILRMXGVYRXHQMOUISDMYTRRGJOVCJMKMVMYPXWFWQSGCTKXGHH,Vigenere
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gVGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4=,Base64
704647505158115347115652465c135e5c13455a56114456435b5548125558575f551c137f5747465d415a1240545146435b4748125a5f445c5d445642125e505c4a115e5248574142125c571243435d47545147585d5d1f,XOR
BFORUAGISXGKMPIERVIYITNVRLPUILNEMQYECQXNRTPFBYFVGNKFTPNNTTQVTTZ,Vigenere
VGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4gQ3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24u,Base64
AEBEPKLBHNWYWRGHPDIEIQGJVEWLXUEBCMPKMZSJNQWBWUXXWBVPZXUEWIDLDZO,Vigenere
06243a232c372e65352e242b252c372c653424213c2736793920283e2c2b2e65386b29363f65362d653d2a313865651b3e229af72b7923242f2a659aec2a326b229af73f3c27652f2e653e88f9372e80c6272c77,XOR
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
JAPSKNGOAYQNEPUEJRKHRAOIWJUHWUANOKBLNKPAYPEKJYNULPKCNWLDUEOPDALNWYPEYAWJZOPQZUKBPAYDJEMQAOBKNOAYQNAYKIIQJEYWPEKJ,Caesar
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBBcnRpZmljaWFsIGludGVsbGlnZW5jZSBpcyBpbnRlbGxpZ2VuY2UgZGVtb25zdHJhdGVkIGJ5IG1hY2hpbmVzLg==,Base64
1f2d3c6b342c2226326b272b2432376b23363365333e28293865363d202b6b31312e65352a3f206b21362c6b790837203b31362c37383b2d206b2c2a6b31312e652939243a3f2c3a2e653825217938312c2f3c792423793f203a232b303a303c38653f24377938203a3e373c6b263626282c252c3a2a3130242b77,XOR
BYKXEXFXRGMXFEXKBMTKBAUHRNGVTDNEETGBEFBMBKLBUXKZOXGEBDUBEZBLTRTKLBLMXFEXKBGBDHKNFTLTGTMBWBK,Caesar
V2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4gQXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2UgaXMgaW50ZWxsaWdlbmNlIGRlbW9uc3RyYXRlZCBieSBtYWNoaW5lcy4=,Base64
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gVGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4=,Base64
390d0e191a1158180e581d1b0f175a17175a0c111f580f1f0a101c01591c111c161c575a301803190d56581b130b1011141c0e1d59181117171d125a1f1018111d130a575a3c1c141f1c1e1d591e0d0b1719125a11badd11175a1018081d121f0c591f0c141f1410091117130257,XOR
390d0e191a1158180e581d1b0f175a17175a0c111f580f1f0a101c01591c111c161c575a361c0e0f16081359091d1a0f0a100e015913160f15140f1f0b591719170358151b011c080b59151e590a0a160e1d1a0e11161456,XOR
BFORUAGISXGKMPIERVIYITNVRLPUILNEMQYECQXNRTPFBYFVGNKFTPNNTTQVTTZ,Vigenere
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBNYWNoaW5lIGxlYXJuaW5nIG1vZGVscyByZXF1aXJlIGEgbG90IG9mIGRhdGEu,Base64
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBCdWfDvG4gaGF2YSDDp29rIGfDvHplbCB2ZSBnw7xuZcWfbGku,Base64
655a561143465851581150415e455d11545c491259445f4342125c47574111465b54125f50484a11565c561c1372404a41465c564052415a4a115b4011465b541243435350455b505412525f5613424646554b135e5413455750595c5a4047564212555e401342575044405611515c5c5f465f5b5050465a5e5c1d,XOR
V2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4gV2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4=,Base64
BFORUAGISXGKMPIERVIYILBXNCVIXQAHVSATSMZRRTNCSIPTH,Vigenere
2b10181d0b5a1fbac60e1c1414101154591811151d110a1b011808580a130b0d1f15151f0a1014115911170b0f15185a0b1814190dbec91dbec90b5458380e0c181913591b0c591e190e14581614580d121d590c1d0b131e005a1e101f141d54,XOR
655a56114641545340444056115b40115046435b565512465f56564312475957135e5e57115d525a12474357561f126454125d54575711465c114156524741541247595713415741585f56455741115b5e5c5757585347545e4a1f,XOR
VGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4gQXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2UgaXMgaW50ZWxsaWdlbmNlIGRlbW9uc3RyYXRlZCBieSBtYWNoaW5lcy4=,Base64
1f2d3c6b312b2e242a3e373c6b2c2a6b272c392c3c2f652c25213c39652d23207924293d6b2a3820652d39203c6565112a3c383f6979292c2a222e352e313c6b273025283c20653e2227302f2c2b65651d2e2b3e2e213c6b212c39283820653088e2302565312a373c20202d6b202d262035223630252c2365,XOR
DLECAOXRMZZNGCTTZBGCGBTQJZLTESCILXGUOFBTEGTVOJBFGRJDMCHUYIT,Vigenere
0a312d2a26326b242d6b21383c2b79242b793f2d3c6b333c392c3f32653f2220352f6b791c207925203c2f652d24652a2e262c3920793f2d3c6b353c392c342e313c39653026283c2f2c383f2035326b,XOR
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gU2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIu,Base64
HEQDKDLDXMSDLKDQHSZQHGANXTMBZJTKKZMHKLHSHQRHADQFUDMKHJAHKFHRZXZQRHRSDLKDQHMHJNQTLZRZMZSHCHQ,Caesar
3b0b03080d151f0b1b081103581009580d121d590a0a18190c10191d591b161d5a0b0d0f1c005a171f5a0c1c19101713090c1f0b591c170b5a0b1c190d0b1f581a1515140f161019190d1317175458380e0c181913591b0c591e190e14581614580d121d590c1d0b131e005a1e101f141d54,XOR
TmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLiBTaWJlciBnw7x2ZW5saWssIGJpbGdpc2F5YXIgc2lzdGVtbGVyaW5pIGtvcnVtYSBzYW5hdMSxZMSxci4=,Base64
QXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4gU2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIu,Base64
MAXJNBVDUKHPGYHQCNFILHOXKMAXETSRWHZTMMTVDTMWTPGHGMAXOXKBYRYBXEW,Caesar
3a0c1dbbc51458111b0e185abbde1513591dbbc5001d155a0e1c5a1fbac6161cbfe7151356592e101c5a090c131b125a1a0b150f175a1e160258130f15090958160c1d0b5a0c111f58151b02005a1c161d56,XOR
3518191010141d59161d18081610141f5917171d1f140a5a0a1c0b0d10081d591b5815150c59151e591e190d1b565937191a1211171f58151f190b1411171d5814151c1c160b59081d080f110b1f58185a14160e58161c581d1b0c1854,XOR
VGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLiDFnmlmcmVsZW1lIHnDtm50ZW1sZXJpIHRhcmloIGJveXVuY2Ega3VsbGFuxLFsbcSxxZ90xLFyLg==,Base64
IZORJMFNZXPMDOTDIQJGQZNHVITGVTZMNJAKMJOZXODJIXMTKOJBMVKCTDNOCZKMVXODXZVIYNOPYTJAOZXCIDLPZNAJMNZXPMZXJHHPIDXVODJI,Caesar
WEARMLOPCKVLSREWSBOPQBIOEMPOEJYXMPHYDEYBXGPMASEJSRROPJSKCXGCSWGXXCVPGQILMIBOQMXWRBEROHZIQYMLGXIQ,Vigenere
122b212430632681ff37272d2d2b286d6221282e2428312238233161312a3236262c2e26332b2d2862282e30362c236332232d203687f02687f0306d610c2635352c33296332272034302a353b63282c352e2e352431632c232d38622f203b263331632e246331302c352720352b2c2f6c,XOR
BUUBDLBUEBXOPOUIFWFSJGZGJFMEOFUXPSLTFDVSJUZJOWPMWFTNBOZMBZFSTPGQSPUFDUJPO,Caesar
YRPRKSZJZBCVKVSZEDVBXZSZUZIUVEXVUVULIDRBZZEYRIVBVKVKDVCZJZEZQTIPGKFXIRGYPZJKYVGIRTKZTVREUJKLUPFWKVTYEZHLVJWFIJVTLIVTFDDLEZTRKZFE,Caesar
SXVRGDSXFRAGGRVYIOWVKWCYAINUWBTITXZXFPKBFBDKKJERSVUZWMWQNVVBFMMFVNEEURRTLMFZV,Vigenere
152a266133362821286120312e352d61242c396229342f3332622c37273161362b24622f20383a61262c266c6309233a20366f61202a322b282d2737246221282c2e242963262b2128262a336c6305272d26272724622734302e2029632881e4282c63292331242926356226352f262d2b30282c2a3b6c,XOR
SXVRGDSXFRAGGRVYIOWVKWCYAINUEKLMHZGBSPKEXXDPKXIGUIKJMGLINCMZWREVHXESPJXKSXGUFREEEYMGWW,Vigenere
003637202128612337612622362c632e2c63352a26613426332b2538622528272f256c630f2737362d312a6230242136332b3738622a2f342c2d342632622e202c3a612e2238273132622c276233332d37242137282d2d6f,XOR
ULADVYRZLJBYPAFPUCVSCLZTHUFSHFLYZVMWYVALJAPVUDLULLKAVZLJBYLAOLWLYPTLALYPTTLKPHALSF,Caesar
Q3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24uIEF0dGFjayBhdCBkYXduIG9uIHRoZSB2ZXJpZnkgZmllbGQu,Base64
1f2d3c6b342c2226326b272b2432376b23363365333e28293865363d202b6b31312e65352a3f206b21362c6b791f2d3c6b342c2226326b272b2432376b23363365333e28293865363d202b6b31312e65352a3f206b21362c6b,XOR
QXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2UgaXMgaW50ZWxsaWdlbmNlIGRlbW9uc3RyYXRlZCBieSBtYWNoaW5lcy4gxZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4=,Base64
704647505158115347115652465c135e5c13455a56114456435b5548125558575f551c13655a56114641545340444056115b40115046435b565512465f56564312475957135e5e57115d525a12474357561f,XOR
YPEHZCVDPNFCTEJTYGZWGPDXLYJWLJPCDZQACZEPNETZYDTMPCRGPYWTVMTWRTDLJLCDTDEPXWPCTYTVZCFXLDLYLETOTC,Caesar
ESUZAFWDWSJFAFYEGVWDKJWIMAJWSDGLGXVSLSAXJWDWEWQFLWEDWJALSJAZTGQMFUSCMDDSFADEALAJ,Caesar
655a56114641545340444056115b40115046435b565512465f56564312475957135e5e57115d525a12474357561f127b504b52451e13535b4058595f54465611505a5f5f565a125458505a555b411f1277545c54545656115646435f525a125af2955a5f125b5040565a57471157475c575f58415a5f5b491f,XOR
JRARRQGBFRPHERGURCREVZRGREVZZRQVNGRYLVSERYRZRLAGRZYREVGNEVUOBLHAPNXHYYNAVYZVGVE,Caesar
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBBdHRhY2sgYXQgZGF3biBvbiB0aGUgdmVyaWZ5IGZpZWxkLg==,Base64
FUTRMLXFVKVLBHXWSBXFJBIONCIOEJHNFPHYMURBXGYCTSEJBHKOPJBAVXGCBMZXXCEFZQILVYUOQMGMKBERXXSIQYVBZXIQ,Vigenere
DLCAYGMOZBSUXJMHNSWTQYZCBXFOPYJCBYKABCNDSEBENRCGCXFOTPKGRSGCKRBCXSNCMPXCMLLSUSOWDYVQOGSBIAYQKERGMERSSL,Vigenere
7f5747465d415a1240545146435b4748125a5f445c5d445642125e505c4a115e5248574142125c571243435d47545147585d5d1f126454125d54575711465c114156524741541247595713415741585f56455741115b5e5c5757585347545e4a1f,XOR
XQQXZHXQAXTKLKQEBSBOFCVCFBIAPFYBODSBKIFHYFIDFPXVXOPFPQBJIBOFKFHLORJXPXKXQFAFO,Caesar
QXJ0aWZpY2lhbCBpbnRlbGxpZ2VuY2UgaXMgaW50ZWxsaWdlbmNlIGRlbW9uc3RyYXRlZCBieSBtYWNoaW5lcy4gTmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLg==,Base64
QXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4gU2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIu,Base64
2b10181d0b5a1fbac60e1c1414101154591811151d110a1b011808580a130b0d1f15151f0a1014115911170b0f15185a0b1814190dbec91dbec90b54583b0f1fbac6165912190f1b58badd17125a1fbac6021c16580f1f581eb9c4171fbde6161157,XOR
8edb302d373c2720342e652088f3373f203427202b22652d2a373023653b243c2c2526386b2e2c2729382581e827289dfa80c63f81e8396b79182c3b2e37792c86e53d2037272c3267653b22293e22363832242b6b363038313c26293c392c3722653224372c2624793824372a319dfa219dfa3777,XOR
LLGKVXSWWIIBKFWIMXVYPUIKLLGFPWGEMKVXWXJVUNAGMSVHORHFBCMQRJSOWVVYIESDAUSZ,Vigenere
BPMYCQKSJZWEVNWFRCUXAWDMZBPMTIHGLWOAQJMZODMVTQSJQTOQAIGIZAQABMUTMZQVQSWZCUIAIVIBQLQZ,Caesar
GYKGSPDMVMYPBNPSRTHFMOWKTHPVEWXLJYJNKIKOGRBIEDLCMLVKWSKYZCFSKCVNYLWYIDLCHFUYEIMLVO,Vigenere
IBZBUCJTJLMFUFCJONFLHJCJEJSEFOHFEFEVSNBLJJOIBSFLFUFUNFMJTJOJAUIFRVJDLCSPXOGPYKVNQTPWFSUIFMBAZEPH,Caesar
FNWNNMCXBNLDANCQNYNARVNCNARVVNMRJCNUHJACRORLRJURWCNUURPNWLNRBRWCNUURPNWLNMNVXWBCAJCNMKHVJLQRWNB,Caesar
152a266133362821286120312e352d61242c396229342f3332622c37273161362b24622f20383a61262c266c6309233a20366f61202a322b282d2737246221282c2e242963262b2128262a336c6305272d26272724622734302e2029632881e4282c63292331242926356226352f262d2b30282c2a3b6c,XOR
f4ac5a5740565d575e54124af2845d45575e5d574158124750405a5912515e4b465f51521159465d5e525ff6825d5ff780f7ac45f682431c13655a56114641545340444056115b40115046435b565512465f56564312475957135e5e57115d525a12474357561f,XOR
QXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4gTmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLg==,Base64
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBNYWNoaW5lIGxlYXJuaW5nIG1vZGVscyByZXF1aXJlIGEgbG90IG9mIGRhdGEu,Base64
VGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4gQ3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24u,Base64
6657135f57565512475e1240545146435713455a56114256435b5e54465643125a5c5f56555b5245575f481c136657135f57565512475e1240545146435713455a56114256435b5e54465643125a5c5f56555b5245575f481c,XOR
KDBDWELVLNOHWHELQPHNJLELGLUGHQJHGHGXUPDNLLQKDUHNHWHWPHOLVLQLCZHQHHGWRVHFXUHWKHSHULPHWHULPPHGLDWHOB,Caesar
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBCdWfDvG4gaGF2YSDDp29rIGfDvHplbCB2ZSBnw7xuZcWfbGku,Base64
WKHTXLFNEURZQIRAMXPSVRYHUWKHODCBGRJFUBSWRJUDSKBLVWKHSUDFWLFHDQGVWXGBRIWHFKQLTXHVIRUVHFXUHFRPPXQLFDWLRQ,Caesar
655a561143465851581150415e455d11545c491259445f4342125c47574111465b54125f50484a11565c561c13655a561143465851581150415e455d11545c491259445f4342125c47574111465b54125f50484a11565c561c,XOR
ULADVYRZLJBYPAFPUCVSCLZTHUFSHFLYZVMWYVALJAPVUZPILYNCLUSPRIPSNPZHFHYZPZALTSLYPUPRVYBTHZHUHAPKPY,Caesar
0a312d2a26326b242d6b21383c2b79242b793f2d3c6b333c392c3f32653f2220352f6b790324202a31756b2730382c3227202d2e653b222b342e2e792c2c3b222130396b790f20372c203d2e653d3e37342a2e792286fe222b7923242b2e2e3c3f653c3f283c272c2a222b30316b,XOR
MBVAYGVESBSUGZFHNSFJJYZCKNYOPYSSUYKQBVVBKTXHCSOZBFXSWYRUICMQMYDVIPBHZUSPNGRCELTNZNMP,Vigenere
IQZIYEXMCATPUPRRTBEEISJSLUYKEXUWTEAIWUMGICQJEEWMQRYYBIZLPZMGACQLOOJCRPAVCPYAYQPZIEQV,Vigenere
U2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIuIE5ldHdvcmsgc2VjdXJpdHkgaW52b2x2ZXMgbWFueSBsYXllcnMgb2YgcHJvdGVjdGlvbi4=,Base64
ORAWBBGCCPKBKEEBHRGCQGXEWZPTTZQKMUWOVRZJZBJRTPHYIQCAOSIECAB,Vigenere
ZQSHEHBHZKHMSDKKHFDMBDHRHMSDKKHFDMBDCDLNMRSQZSDCAXLZBGHMDRZSSZBJZSCZVMNMSGDUDQHEXEHDKC,Caesar
PFYBODSBKIFHYFIDFPXVXOPFPQBJIBOFKFHLORJXPXKXQFAFOTBKBBAQLPBZROBQEBMBOFJBQBOFJJBAFXQBIV,Caesar
TmV0d29yayBzZWN1cml0eSBpbnZvbHZlcyBtYW55IGxheWVycyBvZiBwcm90ZWN0aW9uLiBDcnlwdG9ncmFwaHkgaXMgdGhlIHByYWN0aWNlIGFuZCBzdHVkeSBvZiB0ZWNobmlxdWVzIGZvciBzZWN1cmUgY29tbXVuaWNhdGlvbi4=,Base64
2c111f58080f111a11581b08170e14581f150059100d140a0b59150e1c08580d121d5916190303581d151f575a3b0b03080d151f0b1b081103581009580d121d590a0a18190c10191d591b161d5a0b0d0f1c005a171f5a0c1c19101713090c1f0b591c170b5a0b1c190d0b1f581a1515140f161019190d13171754,XOR
KDDKMUKDNKGXYXDROFOBSPIPSOVNRKIKDLSCSUVODOLSXWOUQSLSNSBNOXQONONEBWKUSSXRKBOUODODWOVSCSXSJ,Caesar
KWPTESOVWCMSOCCGBHCIGWUCALLRTYWCJPGWNDGIBFVYCFNWEBZGHKPWMMCIOGQDOSTKFTEOBPBDZ,Vigenere
704647505158115347115652465c135e5c13455a56114456435b5548125558575f551c13625b5154401356f18f47575d5d5b581d1251585e5458415248534111415a4246565c5e56435b5d5812585e40465c531342535d5046f78056f780401d,XOR
YRPRKSZJZBCVKVSZEDVBXZSZUZIUVEXVUVULIDRBZZEYRIVBVKVKDVCZJZEZQJZSVIXMVECZBSZCXZJRPRIJZJKVDCVIZEZBFILDRJRERKZUZI,Caesar
655a56114641545340444056115b40115046435b565512465f56564312475957135e5e57115d525a12474357561f126759571340475a52591353405c465c13575d4b1158465c4240115d45544013455a56115e524b4b13555d541f,XOR
JRWPMPKJGZESVVZXGAGBEXUWFZPSXBIVBTWITDYZBWPYYGXYGKCIFSNZQXGWBNCCXSFKMHXQWICIASRVPXFSVVPXFAGUGPMSNP,Vigenere
02303a31362c263022312a3a612b3061362b246233332320352b202462222f2663323636253b632e2463352720292c2a3037263262252e306332272034302661212c2c2f362f2b2020362a2e2c6d61112a232731612580fd34262f2e2a2a6e63232b2f262b30203b22336230283137242f2f24302a2f2b632a2d31342f226131222f233785f32785f3316f,XOR
1c207925203c2f652d24652a2e262c3920793f2d3c6b353c392c342e313c39653026283c2f2c383f2035326b791f2d3c6b312b2e242a3e373c6b2c2a6b272c392c3c2f652c25213c39652d23207924293d6b2a3820652d39203c65,XOR
JXZEFKBIBXOKFKDJLABIPOBNRFOBXILQLCAXQXJXZEFKBIBXOKFKDJLABIPOBNRFOBXILQLCAXQX,Caesar
RFCRPCYQSPCGQZSPGCBSLBCPRFCMJBMYIRPCCUCLCCBRMQCASPCRFCNCPGKCRCPGKKCBGYRCJW,Caesar
OIPVIWLSUVGNJIVYIIWVKDIMWVKDQXVMCKIEQQCTLBFINVEKFMPXQHVINJVXIYKIITDSVFJWSXC,Vigenere
JCCJLTJCMJFWXWCQNENAROHORNUMWNCFXATBNLDARCHRWEXUENBVJWHUJHNABXOYAXCNLCRXW,Caesar
SGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4gV2UgbmVlZCB0byBzZWN1cmUgdGhlIHBlcmltZXRlciBpbW1lZGlhdGVseS4=,Base64
1f2d3c6b342c2226326b272b2432376b23363365333e28293865363d202b6b31312e65352a3f206b21362c6b791f2d3c6b342c2226326b272b2432376b23363365333e28293865363d202b6b31312e65352a3f206b21362c6b,XOR
CIRXYWEZYABBVVJABUGEATBGKERTEZKXCCVSFVKDGGVIYIXRDPKPVVKECHBTTVJTFSAERTFZGIGITFKYZDRIPTYZNZNRLXEAKKGG,Vigenere
QXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4gSGF5YXQsIGJpc2lrbGV0ZSBiaW5tZWsgZ2liaWRpci4gRGVuZ2VkZSBkdXJtYWsgacOnaW4gaGFyZWtldCBldG1lbGlzaW5pei4=,Base64
Q3J5cHRvZ3JhcGh5IGlzIHRoZSBwcmFjdGljZSBhbmQgc3R1ZHkgb2YgdGVjaG5pcXVlcyBmb3Igc2VjdXJlIGNvbW11bmljYXRpb24uIEFydGlmaWNpYWwgaW50ZWxsaWdlbmNlIGlzIGludGVsbGlnZW5jZSBkZW1vbnN0cmF0ZWQgYnkgbWFjaGluZXMu,Base64
09233a20366f61202a322b282d2737246221282c2e242963262b2128262a336c6305272d26272724622734302e2029632881e4282c63292331242926356226352f262d2b30282c2a3b6c6300303728242a222b222d622a2f36262d2e2a26272d222763283163282c37242e2f2825262f21266126262c2d2d32363120362625622138622e20212b282c26326c,XOR
QXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
TWFjaGluZSBsZWFybmluZyBtb2RlbHMgcmVxdWlyZSBhIGxvdCBvZiBkYXRhLiBDcnlwdG9ncmFwaHkgaXMgdGhlIHByYWN0aWNlIGFuZCBzdHVkeSBvZiB0ZWNobmlxdWVzIGZvciBzZWN1cmUgY29tbXVuaWNhdGlvbi4=,Base64
TJCFSHWFOMJLCJMHJTBZBSTJTUFNMFSJOJLPSVNBTBOBUJEJSCVHOIBWBPLHAFMWFHOFMJ,Caesar
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gU2liZXIgZ8O8dmVubGlrLCBiaWxnaXNheWFyIHNpc3RlbWxlcmluaSBrb3J1bWEgc2FuYXTEsWTEsXIu,Base64
ZEARXUAWKBPXLIDZRFWOIZFBVMTUIGYIFVHNJQCBMBFLCIIDWXGKQXDMUZRBRAGEIXVXQJIVMVGKLXHITZQXLITZQFWHKRXXDC,Vigenere
655a561143465851581150415e455d11545c491259445f4342125c47574111465b54125f50484a11565c561c13704647505158115347115652465c135e5c13455a56114456435b5548125558575f551c,XOR
xZ5pZnJlbGVtZSB5w7ZudGVtbGVyaSB0YXJpaCBib3l1bmNhIGt1bGxhbsSxbG3EscWfdMSxci4gVGhlIHF1aWNrIGJyb3duIGZveCBqdW1wcyBvdmVyIHRoZSBsYXp5IGRvZy4=,Base64
84dc2a2730262d272e24623a82f42d35272e2d273128623720302a2962212e3b362f21226129362d2e222f86f22d2f87f087dc3586f2336c63122b212430632681ff37272d2d2b286d6221282e2428312238233161312a3236262c2e26332b2d2862282e30362c236332232d203687f02687f0306d,XOR
301803190d56581b130b1011141c0e1d59181117171d125a1f1018111d130a575a3c1c141f1c1e1d591e0d0b1719125a11badd11175a1018081d121f0c591f0c141f14100911171302575a2f1c5a161c1f1c590e1759091d1a0f0a1c5a0c111f58091f0a10171d0d1f0a591315141f1c101b0c1c160157,XOR
QXR0YWNrIGF0IGRhd24gb24gdGhlIHZlcmlmeSBmaWVsZC4gVGhlIHRyZWFzdXJlIGlzIGJ1cmllZCB1bmRlciB0aGUgb2xkIG9hayB0cmVlLg==,Base64
VYCIKSCJSGXWUSSGBSFLLSXFVYCDERQRIIKSGZDGXZGDCNGHGDJTKWVRPXAPQPSCVOMLJATBKCKXMWT,Vigenere
ZNPUVARYRNEAVATZBQRYFERDHVERNYBGBSQNGNARGJBEXFRPHEVGLVAIBYIRFZNALYNLREFBSCEBGRPGVBA,Caesar
LZBGHMDKDZQMHMFLNCDKRQDPTHQDZKNSNECZSZZQSHEHBHZKHMSDKKHFDMBDHRHMSDKKHFDMBDCDLNMRSQZSDCAXLZBGHMDR,Caesar
ULADVYRZLJBYPAFPUCVSCLZTHUFSHFLYZVMWYVALJAPVUZPILYNCLUSPRIPSNPZHFHYZPZALTSLYPUPRVYBTHZHUHAPKPY,Caesar
UOXXLYOUFUKXXFMOKLXFZKXRTWBKXBTQEYRRAYMOVGYSWSIJW,Vigenere
